dataset,generator,variant,verifier_variant,method,vehicles,distance,feasible,violations,runtime,typed_feedback,action_rules,route_elimination_called,bks_vehicles,bks_distance,vehicle_gap,distance_gap_pct,distance_gap_comparable,bks_source
RC102,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,16,1884.349481,True,0,4.926104,True,True,True,12,1554.75,4,21.199516,False,SINTEF VRPTW 100 customers
RC102,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,17,2022.252999,True,0,11.765200,True,False,False,12,1554.75,5,30.069336,False,SINTEF VRPTW 100 customers
RC103,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,15,1894.643666,True,0,10.178879,False,False,False,11,1261.67,4,50.169511,False,SINTEF VRPTW 100 customers
RC103,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,14,1797.662575,True,0,2.823687,True,True,True,11,1261.67,3,42.482787,False,SINTEF VRPTW 100 customers
RC103,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,15,1894.643666,True,0,10.160008,True,False,False,11,1261.67,4,50.169511,False,SINTEF VRPTW 100 customers
RC104,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,14,1508.683478,True,0,13.266497,False,False,False,10,1135.48,4,32.867464,False,SINTEF VRPTW 100 customers
RC104,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,12,1467.671730,True,0,2.590475,True,True,True,10,1135.48,2,29.255621,False,SINTEF VRPTW 100 customers
RC104,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,14,1508.683478,True,0,13.261048,True,False,False,10,1135.48,4,32.867464,False,SINTEF VRPTW 100 customers
RC105,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,20,2206.837641,True,0,13.440003,False,False,False,13,1629.44,7,35.435342,False,SINTEF VRPTW 100 customers
RC105,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,18,2034.984890,True,0,7.337864,True,True,True,13,1629.44,5,24.888605,False,SINTEF VRPTW 100 customers
RC105,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,20,2206.837641,True,0,13.320397,True,False,False,13,1629.44,7,35.435342,False,SINTEF VRPTW 100 customers
RC106,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,17,1908.101743,True,0,12.606016,False,False,False,11,1424.73,6,33.927252,False,SINTEF VRPTW 100 customers
RC106,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,15,1696.272823,True,0,3.968440,True,True,True,11,1424.73,4,19.059248,False,SINTEF VRPTW 100 customers
RC106,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,17,1908.101743,True,0,12.582331,True,False,False,11,1424.73,6,33.927252,False,SINTEF VRPTW 100 customers
RC107,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,15,1617.951929,True,0,10.693906,False,False,False,11,1230.48,4,31.489494,False,SINTEF VRPTW 100 customers
RC107,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,13,1645.991347,True,0,2.693410,True,True,True,11,1230.48,2,33.768232,False,SINTEF VRPTW 100 customers
RC107,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,15,1617.951929,True,0,10.685674,True,False,False,11,1230.48,4,31.489494,False,SINTEF VRPTW 100 customers
RC108,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,14,1636.898474,True,0,10.788762,False,False,False,10,1139.82,4,43.610261,False,SINTEF VRPTW 100 customers
RC108,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,13,1484.173656,True,0,4.636786,True,True,True,10,1139.82,3,30.211231,False,SINTEF VRPTW 100 customers
RC108,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,14,1636.898474,True,0,10.635812,True,False,False,10,1139.82,4,43.610261,False,SINTEF VRPTW 100 customers
RC201,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,7,2019.745821,True,0,8.977948,False,False,False,4,1406.94,3,43.555931,False,SINTEF VRPTW 100 customers
RC201,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,5,1910.064392,True,0,3.035905,True,True,True,4,1406.94,1,35.760188,False,SINTEF VRPTW 100 customers
RC201,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,7,2019.745821,True,0,8.960054,True,False,False,4,1406.94,3,43.555931,False,SINTEF VRPTW 100 customers
RC202,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,6,1681.008863,True,0,5.534289,False,False,False,3,1365.65,3,23.092217,False,SINTEF VRPTW 100 customers
RC202,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,5,1623.996992,True,0,5.857103,True,True,True,3,1365.65,2,18.917511,False,SINTEF VRPTW 100 customers
RC202,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,6,1681.008863,True,0,5.539472,True,False,False,3,1365.65,3,23.092217,False,SINTEF VRPTW 100 customers
RC203,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,6,1566.758155,True,0,11.606431,False,False,False,3,1049.62,3,49.269084,False,SINTEF VRPTW 100 customers
RC203,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,3,1549.865965,True,0,1.359772,True,True,True,3,1049.62,0,47.659721,True,SINTEF VRPTW 100 customers
RC203,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,6,1566.758155,True,0,11.596197,True,False,False,3,1049.62,3,49.269084,False,SINTEF VRPTW 100 customers
RC204,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,5,1128.688672,True,0,18.984656,False,False,False,3,798.46,2,41.358199,False,SINTEF VRPTW 100 customers
RC204,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,3,1026.073685,True,0,2.292604,True,True,True,3,798.46,0,28.506586,True,SINTEF VRPTW 100 customers
RC204,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,5,1128.688672,True,0,18.962962,True,False,False,3,798.46,2,41.358199,False,SINTEF VRPTW 100 customers
RC205,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,8,1861.799133,True,0,13.247684,False,False,False,4,1297.65,4,43.474676,False,SINTEF VRPTW 100 customers
RC205,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,5,1562.642528,True,0,4.507132,True,True,True,4,1297.65,1,20.420955,False,SINTEF VRPTW 100 customers
RC205,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,8,1861.799133,True,0,13.229633,True,False,False,4,1297.65,4,43.474676,False,SINTEF VRPTW 100 customers
RC206,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,5,1592.407710,True,0,11.390388,False,False,False,3,1146.32,2,38.914763,False,SINTEF VRPTW 100 customers
RC206,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,4,1670.538251,True,0,1.981023,True,True,True,3,1146.32,1,45.730533,False,SINTEF VRPTW 100 customers
RC206,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,5,1592.407710,True,0,11.431769,True,False,False,3,1146.32,2,38.914763,False,SINTEF VRPTW 100 customers
RC207,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,6,1506.391281,True,0,15.787325,False,False,False,3,1061.14,3,41.959711,False,SINTEF VRPTW 100 customers
RC207,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,4,1573.719939,True,0,3.625098,True,True,True,3,1061.14,1,48.304648,False,SINTEF VRPTW 100 customers
RC207,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,6,1506.391281,True,0,15.912124,True,False,False,3,1061.14,3,41.959711,False,SINTEF VRPTW 100 customers
RC208,nearest_neighbor,binary_feasibility_only,binary_feasibility_only,nearest_neighbor+binary_feasibility_only,4,1248.838894,True,0,3.399925,False,False,False,3,828.14,1,50.800456,False,SINTEF VRPTW 100 customers
RC208,nearest_neighbor,typed_action_rules,typed_action_rules,nearest_neighbor+typed_action_rules,3,1248.767690,True,0,1.631141,True,True,True,3,828.14,0,50.791858,True,SINTEF VRPTW 100 customers
RC208,nearest_neighbor,typed_diagnostics_only,typed_diagnostics_only,nearest_neighbor+typed_diagnostics_only,4,1248.838894,True,0,3.409678,True,False,False,3,828.14,1,50.800456,False,SINTEF VRPTW 100 customers
