dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime
R1_2_1,nearest_neighbor,59,9399.451048,38,8655.053952,True,0,0.075229
R1_2_1,greedy_insertion,24,6826.334634,24,6826.334634,True,0,35.236657
R1_2_1,regret_insertion,29,9153.930258,29,9153.930258,True,0,32.607820
