dataset,generator,variant,vehicles,distance,feasible,violations,base_runtime,bks_vehicles,bks_distance,vehicle_gap,distance_gap_pct,distance_gap_comparable,bks_source
C205,regret_insertion,fast_only,5,2595.460365,True,0,0.340941,3,588.88,2,340.745205,False,SINTEF VRPTW 100 customers
C205,regret_insertion,fast_repair,5,2595.460365,True,0,0.340941,3,588.88,2,340.745205,False,SINTEF VRPTW 100 customers
C205,regret_insertion,fast_repair_merge,5,2595.460365,True,0,0.340941,3,588.88,2,340.745205,False,SINTEF VRPTW 100 customers
C205,regret_insertion,fast_repair_merge_elim,4,2150.069390,True,0,0.340941,3,588.88,1,265.111634,False,SINTEF VRPTW 100 customers
C205,regret_insertion,full_ftv,4,1630.926387,True,0,0.340941,3,588.88,1,176.953944,False,SINTEF VRPTW 100 customers
C206,greedy_insertion,fast_only,4,948.544027,True,0,0.368146,3,588.49,1,61.182692,False,SINTEF VRPTW 100 customers
C206,greedy_insertion,fast_repair,4,948.544027,True,0,0.368146,3,588.49,1,61.182692,False,SINTEF VRPTW 100 customers
C206,greedy_insertion,fast_repair_merge,4,948.544027,True,0,0.368146,3,588.49,1,61.182692,False,SINTEF VRPTW 100 customers
C206,greedy_insertion,fast_repair_merge_elim,4,948.544027,True,0,0.368146,3,588.49,1,61.182692,False,SINTEF VRPTW 100 customers
C206,greedy_insertion,full_ftv,4,751.894006,True,0,0.368146,3,588.49,1,27.766658,False,SINTEF VRPTW 100 customers
C206,nearest_neighbor,fast_only,8,1267.886743,True,0,0.006762,3,588.49,5,115.447458,False,SINTEF VRPTW 100 customers
C206,nearest_neighbor,fast_repair,8,1267.886743,True,0,0.006762,3,588.49,5,115.447458,False,SINTEF VRPTW 100 customers
C206,nearest_neighbor,fast_repair_merge,5,1158.696252,True,0,0.006762,3,588.49,2,96.893108,False,SINTEF VRPTW 100 customers
C206,nearest_neighbor,fast_repair_merge_elim,4,1040.963602,True,0,0.006762,3,588.49,1,76.887220,False,SINTEF VRPTW 100 customers
C206,nearest_neighbor,full_ftv,4,984.344722,True,0,0.006762,3,588.49,1,67.266176,False,SINTEF VRPTW 100 customers
C206,regret_insertion,fast_only,5,2965.859107,True,0,0.386361,3,588.49,2,403.977826,False,SINTEF VRPTW 100 customers
C206,regret_insertion,fast_repair,5,2965.859107,True,0,0.386361,3,588.49,2,403.977826,False,SINTEF VRPTW 100 customers
C206,regret_insertion,fast_repair_merge,5,2965.859107,True,0,0.386361,3,588.49,2,403.977826,False,SINTEF VRPTW 100 customers
C206,regret_insertion,fast_repair_merge_elim,4,2394.262697,True,0,0.386361,3,588.49,1,306.848493,False,SINTEF VRPTW 100 customers
C206,regret_insertion,full_ftv,4,1516.875797,True,0,0.386361,3,588.49,1,157.757277,False,SINTEF VRPTW 100 customers
C207,greedy_insertion,fast_only,4,979.629568,True,0,0.346828,3,588.29,1,66.521540,False,SINTEF VRPTW 100 customers
C207,greedy_insertion,fast_repair,4,979.629568,True,0,0.346828,3,588.29,1,66.521540,False,SINTEF VRPTW 100 customers
C207,greedy_insertion,fast_repair_merge,4,979.629568,True,0,0.346828,3,588.29,1,66.521540,False,SINTEF VRPTW 100 customers
C207,greedy_insertion,fast_repair_merge_elim,4,979.629568,True,0,0.346828,3,588.29,1,66.521540,False,SINTEF VRPTW 100 customers
C207,greedy_insertion,full_ftv,4,805.411984,True,0,0.346828,3,588.29,1,36.907305,False,SINTEF VRPTW 100 customers
C207,nearest_neighbor,fast_only,8,1292.972529,True,0,0.006417,3,588.29,5,119.784890,False,SINTEF VRPTW 100 customers
C207,nearest_neighbor,fast_repair,8,1292.972529,True,0,0.006417,3,588.29,5,119.784890,False,SINTEF VRPTW 100 customers
C207,nearest_neighbor,fast_repair_merge,5,1212.657725,True,0,0.006417,3,588.29,2,106.132643,False,SINTEF VRPTW 100 customers
C207,nearest_neighbor,fast_repair_merge_elim,4,1021.747227,True,0,0.006417,3,588.29,1,73.680876,False,SINTEF VRPTW 100 customers
C207,nearest_neighbor,full_ftv,4,927.261921,True,0,0.006417,3,588.29,1,57.619868,False,SINTEF VRPTW 100 customers
C207,regret_insertion,fast_only,5,3085.365538,True,0,0.365244,3,588.29,2,424.463366,False,SINTEF VRPTW 100 customers
C207,regret_insertion,fast_repair,5,3085.365538,True,0,0.365244,3,588.29,2,424.463366,False,SINTEF VRPTW 100 customers
C207,regret_insertion,fast_repair_merge,5,3085.365538,True,0,0.365244,3,588.29,2,424.463366,False,SINTEF VRPTW 100 customers
C207,regret_insertion,fast_repair_merge_elim,4,2607.469290,True,0,0.365244,3,588.29,1,343.228559,False,SINTEF VRPTW 100 customers
C207,regret_insertion,full_ftv,4,1809.174277,True,0,0.365244,3,588.29,1,207.531027,False,SINTEF VRPTW 100 customers
C208,greedy_insertion,fast_only,4,1182.865631,True,0,0.359821,3,588.32,1,101.058205,False,SINTEF VRPTW 100 customers
C208,greedy_insertion,fast_repair,4,1182.865631,True,0,0.359821,3,588.32,1,101.058205,False,SINTEF VRPTW 100 customers
C208,greedy_insertion,fast_repair_merge,4,1182.865631,True,0,0.359821,3,588.32,1,101.058205,False,SINTEF VRPTW 100 customers
C208,greedy_insertion,fast_repair_merge_elim,4,1182.865631,True,0,0.359821,3,588.32,1,101.058205,False,SINTEF VRPTW 100 customers
C208,greedy_insertion,full_ftv,4,907.206956,True,0,0.359821,3,588.32,1,54.202977,False,SINTEF VRPTW 100 customers
C208,nearest_neighbor,fast_only,6,1145.229342,True,0,0.006660,3,588.32,3,94.660957,False,SINTEF VRPTW 100 customers
C208,nearest_neighbor,fast_repair,6,1145.229342,True,0,0.006660,3,588.32,3,94.660957,False,SINTEF VRPTW 100 customers
C208,nearest_neighbor,fast_repair_merge,5,1155.964204,True,0,0.006660,3,588.32,2,96.485621,False,SINTEF VRPTW 100 customers
C208,nearest_neighbor,fast_repair_merge_elim,3,1018.051233,True,0,0.006660,3,588.32,0,73.043791,True,SINTEF VRPTW 100 customers
C208,nearest_neighbor,full_ftv,3,974.179209,True,0,0.006660,3,588.32,0,65.586621,True,SINTEF VRPTW 100 customers
C208,regret_insertion,fast_only,5,2226.949903,True,0,0.381863,3,588.32,2,278.526976,False,SINTEF VRPTW 100 customers
C208,regret_insertion,fast_repair,5,2226.949903,True,0,0.381863,3,588.32,2,278.526976,False,SINTEF VRPTW 100 customers
C208,regret_insertion,fast_repair_merge,5,2226.949903,True,0,0.381863,3,588.32,2,278.526976,False,SINTEF VRPTW 100 customers
C208,regret_insertion,fast_repair_merge_elim,4,1750.999372,True,0,0.381863,3,588.32,1,197.627035,False,SINTEF VRPTW 100 customers
C208,regret_insertion,full_ftv,4,991.217556,True,0,0.381863,3,588.32,1,68.482723,False,SINTEF VRPTW 100 customers
R101,greedy_insertion,fast_only,23,2337.631365,True,0,0.329338,19,1650.80,4,41.605971,False,SINTEF VRPTW 100 customers
R101,greedy_insertion,fast_repair,23,2337.631365,True,0,0.329338,19,1650.80,4,41.605971,False,SINTEF VRPTW 100 customers
R101,greedy_insertion,fast_repair_merge,23,2337.631365,True,0,0.329338,19,1650.80,4,41.605971,False,SINTEF VRPTW 100 customers
R101,greedy_insertion,fast_repair_merge_elim,22,2280.853437,True,0,0.329338,19,1650.80,3,38.166552,False,SINTEF VRPTW 100 customers
R101,greedy_insertion,full_ftv,22,1917.746216,True,0,0.329338,19,1650.80,3,16.170718,False,SINTEF VRPTW 100 customers
R101,nearest_neighbor,fast_only,37,2623.244874,False,1,0.008478,19,1650.80,18,58.907492,False,SINTEF VRPTW 100 customers
R101,nearest_neighbor,fast_repair,37,2623.244874,False,1,0.008478,19,1650.80,18,58.907492,False,SINTEF VRPTW 100 customers
R101,nearest_neighbor,fast_repair_merge,28,2398.030371,False,1,0.008478,19,1650.80,9,45.264743,False,SINTEF VRPTW 100 customers
R101,nearest_neighbor,fast_repair_merge_elim,22,2057.642550,True,0,0.008478,19,1650.80,3,24.645175,False,SINTEF VRPTW 100 customers
R101,nearest_neighbor,full_ftv,22,1949.386270,True,0,0.008478,19,1650.80,3,18.087368,False,SINTEF VRPTW 100 customers
R101,regret_insertion,fast_only,25,2637.832196,True,0,0.346037,19,1650.80,6,59.791143,False,SINTEF VRPTW 100 customers
R101,regret_insertion,fast_repair,25,2637.832196,True,0,0.346037,19,1650.80,6,59.791143,False,SINTEF VRPTW 100 customers
R101,regret_insertion,fast_repair_merge,25,2637.832196,True,0,0.346037,19,1650.80,6,59.791143,False,SINTEF VRPTW 100 customers
R101,regret_insertion,fast_repair_merge_elim,24,2526.961156,True,0,0.346037,19,1650.80,5,53.074943,False,SINTEF VRPTW 100 customers
R101,regret_insertion,full_ftv,23,2145.301721,True,0,0.346037,19,1650.80,4,29.955278,False,SINTEF VRPTW 100 customers
R102,greedy_insertion,fast_only,19,2094.211757,True,0,0.332059,17,1486.12,2,40.918079,False,SINTEF VRPTW 100 customers
R102,greedy_insertion,fast_repair,19,2094.211757,True,0,0.332059,17,1486.12,2,40.918079,False,SINTEF VRPTW 100 customers
R102,greedy_insertion,fast_repair_merge,19,2094.211757,True,0,0.332059,17,1486.12,2,40.918079,False,SINTEF VRPTW 100 customers
R102,greedy_insertion,fast_repair_merge_elim,19,2094.211757,True,0,0.332059,17,1486.12,2,40.918079,False,SINTEF VRPTW 100 customers
R102,greedy_insertion,full_ftv,19,1774.137011,True,0,0.332059,17,1486.12,2,19.380468,False,SINTEF VRPTW 100 customers
R102,nearest_neighbor,fast_only,34,2442.783334,False,1,0.007837,17,1486.12,17,64.373222,False,SINTEF VRPTW 100 customers
R102,nearest_neighbor,fast_repair,34,2442.783334,False,1,0.007837,17,1486.12,17,64.373222,False,SINTEF VRPTW 100 customers
R102,nearest_neighbor,fast_repair_merge,23,2120.761696,True,0,0.007837,17,1486.12,6,42.704606,False,SINTEF VRPTW 100 customers
R102,nearest_neighbor,fast_repair_merge_elim,19,1851.454046,True,0,0.007837,17,1486.12,2,24.583078,False,SINTEF VRPTW 100 customers
R102,nearest_neighbor,full_ftv,19,1713.129531,True,0,0.007837,17,1486.12,2,15.275316,False,SINTEF VRPTW 100 customers
R102,regret_insertion,fast_only,24,2794.705956,True,0,0.360464,17,1486.12,7,88.053855,False,SINTEF VRPTW 100 customers
R102,regret_insertion,fast_repair,24,2794.705956,True,0,0.360464,17,1486.12,7,88.053855,False,SINTEF VRPTW 100 customers
R102,regret_insertion,fast_repair_merge,24,2794.705956,True,0,0.360464,17,1486.12,7,88.053855,False,SINTEF VRPTW 100 customers
R102,regret_insertion,fast_repair_merge_elim,21,2493.269607,True,0,0.360464,17,1486.12,4,67.770409,False,SINTEF VRPTW 100 customers
R102,regret_insertion,full_ftv,21,2002.578756,True,0,0.360464,17,1486.12,4,34.752157,False,SINTEF VRPTW 100 customers
R103,greedy_insertion,fast_only,18,1971.499741,True,0,0.358022,13,1292.68,5,52.512589,False,SINTEF VRPTW 100 customers
R103,greedy_insertion,fast_repair,18,1971.499741,True,0,0.358022,13,1292.68,5,52.512589,False,SINTEF VRPTW 100 customers
R103,greedy_insertion,fast_repair_merge,18,1971.499741,True,0,0.358022,13,1292.68,5,52.512589,False,SINTEF VRPTW 100 customers
R103,greedy_insertion,fast_repair_merge_elim,15,1759.109060,True,0,0.358022,13,1292.68,2,36.082330,False,SINTEF VRPTW 100 customers
R103,greedy_insertion,full_ftv,15,1444.527036,True,0,0.358022,13,1292.68,2,11.746684,False,SINTEF VRPTW 100 customers
R103,nearest_neighbor,fast_only,25,1972.041564,True,0,0.007036,13,1292.68,12,52.554504,False,SINTEF VRPTW 100 customers
R103,nearest_neighbor,fast_repair,25,1972.041564,True,0,0.007036,13,1292.68,12,52.554504,False,SINTEF VRPTW 100 customers
R103,nearest_neighbor,fast_repair_merge,18,1828.555859,True,0,0.007036,13,1292.68,5,41.454641,False,SINTEF VRPTW 100 customers
R103,nearest_neighbor,fast_repair_merge_elim,15,1710.652113,True,0,0.007036,13,1292.68,2,32.333765,False,SINTEF VRPTW 100 customers
R103,nearest_neighbor,full_ftv,15,1609.009570,True,0,0.007036,13,1292.68,2,24.470833,False,SINTEF VRPTW 100 customers
R103,regret_insertion,fast_only,18,2403.748214,True,0,0.374981,13,1292.68,5,85.950755,False,SINTEF VRPTW 100 customers
R103,regret_insertion,fast_repair,18,2403.748214,True,0,0.374981,13,1292.68,5,85.950755,False,SINTEF VRPTW 100 customers
R103,regret_insertion,fast_repair_merge,18,2403.748214,True,0,0.374981,13,1292.68,5,85.950755,False,SINTEF VRPTW 100 customers
R103,regret_insertion,fast_repair_merge_elim,18,2403.748214,True,0,0.374981,13,1292.68,5,85.950755,False,SINTEF VRPTW 100 customers
R103,regret_insertion,full_ftv,16,1755.250652,True,0,0.374981,13,1292.68,3,35.783848,False,SINTEF VRPTW 100 customers
R104,greedy_insertion,fast_only,12,1348.933971,True,0,0.395804,9,1007.31,3,33.914482,False,SINTEF VRPTW 100 customers
R104,greedy_insertion,fast_repair,12,1348.933971,True,0,0.395804,9,1007.31,3,33.914482,False,SINTEF VRPTW 100 customers
R104,greedy_insertion,fast_repair_merge,12,1348.933971,True,0,0.395804,9,1007.31,3,33.914482,False,SINTEF VRPTW 100 customers
R104,greedy_insertion,fast_repair_merge_elim,11,1309.459627,True,0,0.395804,9,1007.31,2,29.995694,False,SINTEF VRPTW 100 customers
R104,greedy_insertion,full_ftv,11,1222.078989,True,0,0.395804,9,1007.31,2,21.321042,False,SINTEF VRPTW 100 customers
R104,nearest_neighbor,fast_only,18,1519.349559,True,0,0.006418,9,1007.31,9,50.832371,False,SINTEF VRPTW 100 customers
R104,nearest_neighbor,fast_repair,18,1519.349559,True,0,0.006418,9,1007.31,9,50.832371,False,SINTEF VRPTW 100 customers
R104,nearest_neighbor,fast_repair_merge,14,1453.296594,True,0,0.006418,9,1007.31,5,44.275009,False,SINTEF VRPTW 100 customers
R104,nearest_neighbor,fast_repair_merge_elim,11,1275.168753,True,0,0.006418,9,1007.31,2,26.591491,False,SINTEF VRPTW 100 customers
R104,nearest_neighbor,full_ftv,11,1223.784051,True,0,0.006418,9,1007.31,2,21.490311,False,SINTEF VRPTW 100 customers
R104,regret_insertion,fast_only,18,2907.215138,True,0,0.425132,9,1007.31,9,188.611762,False,SINTEF VRPTW 100 customers
R104,regret_insertion,fast_repair,18,2907.215138,True,0,0.425132,9,1007.31,9,188.611762,False,SINTEF VRPTW 100 customers
R104,regret_insertion,fast_repair_merge,18,2907.215138,True,0,0.425132,9,1007.31,9,188.611762,False,SINTEF VRPTW 100 customers
R104,regret_insertion,fast_repair_merge_elim,18,2907.215138,True,0,0.425132,9,1007.31,9,188.611762,False,SINTEF VRPTW 100 customers
R104,regret_insertion,full_ftv,16,2146.053479,True,0,0.425132,9,1007.31,7,113.047967,False,SINTEF VRPTW 100 customers
R105,greedy_insertion,fast_only,17,1834.944390,True,0,0.320556,14,1377.11,3,33.246029,False,SINTEF VRPTW 100 customers
R105,greedy_insertion,fast_repair,17,1834.944390,True,0,0.320556,14,1377.11,3,33.246029,False,SINTEF VRPTW 100 customers
R105,greedy_insertion,fast_repair_merge,17,1834.944390,True,0,0.320556,14,1377.11,3,33.246029,False,SINTEF VRPTW 100 customers
R105,greedy_insertion,fast_repair_merge_elim,16,1792.180047,True,0,0.320556,14,1377.11,2,30.140660,False,SINTEF VRPTW 100 customers
R105,greedy_insertion,full_ftv,16,1504.366936,True,0,0.320556,14,1377.11,2,9.240869,False,SINTEF VRPTW 100 customers
R105,nearest_neighbor,fast_only,27,2238.600462,False,1,0.007818,14,1377.11,13,62.557854,False,SINTEF VRPTW 100 customers
R105,nearest_neighbor,fast_repair,27,2238.600462,False,1,0.007818,14,1377.11,13,62.557854,False,SINTEF VRPTW 100 customers
R105,nearest_neighbor,fast_repair_merge,23,2177.224477,True,0,0.007818,14,1377.11,9,58.100985,False,SINTEF VRPTW 100 customers
R105,nearest_neighbor,fast_repair_merge_elim,17,1790.403992,True,0,0.007818,14,1377.11,3,30.011691,False,SINTEF VRPTW 100 customers
R105,nearest_neighbor,full_ftv,17,1630.795415,True,0,0.007818,14,1377.11,3,18.421580,False,SINTEF VRPTW 100 customers
R105,regret_insertion,fast_only,22,2762.145296,True,0,0.344705,14,1377.11,8,100.575502,False,SINTEF VRPTW 100 customers
R105,regret_insertion,fast_repair,22,2762.145296,True,0,0.344705,14,1377.11,8,100.575502,False,SINTEF VRPTW 100 customers
R105,regret_insertion,fast_repair_merge,22,2762.145296,True,0,0.344705,14,1377.11,8,100.575502,False,SINTEF VRPTW 100 customers
R105,regret_insertion,fast_repair_merge_elim,20,2535.169469,True,0,0.344705,14,1377.11,6,84.093462,False,SINTEF VRPTW 100 customers
R105,regret_insertion,full_ftv,20,2188.716046,True,0,0.344705,14,1377.11,6,58.935455,False,SINTEF VRPTW 100 customers
R106,greedy_insertion,fast_only,16,1813.982227,True,0,0.330047,12,1252.03,4,44.883288,False,SINTEF VRPTW 100 customers
R106,greedy_insertion,fast_repair,16,1813.982227,True,0,0.330047,12,1252.03,4,44.883288,False,SINTEF VRPTW 100 customers
R106,greedy_insertion,fast_repair_merge,16,1813.982227,True,0,0.330047,12,1252.03,4,44.883288,False,SINTEF VRPTW 100 customers
R106,greedy_insertion,fast_repair_merge_elim,16,1813.982227,True,0,0.330047,12,1252.03,4,44.883288,False,SINTEF VRPTW 100 customers
R106,greedy_insertion,full_ftv,16,1451.492498,True,0,0.330047,12,1252.03,4,15.931128,False,SINTEF VRPTW 100 customers
R106,nearest_neighbor,fast_only,28,2168.738641,False,1,0.007309,12,1252.03,16,73.217786,False,SINTEF VRPTW 100 customers
R106,nearest_neighbor,fast_repair,28,2168.738641,False,1,0.007309,12,1252.03,16,73.217786,False,SINTEF VRPTW 100 customers
R106,nearest_neighbor,fast_repair_merge,20,2110.466367,True,0,0.007309,12,1252.03,8,68.563562,False,SINTEF VRPTW 100 customers
R106,nearest_neighbor,fast_repair_merge_elim,16,1838.461963,True,0,0.007309,12,1252.03,4,46.838491,False,SINTEF VRPTW 100 customers
R106,nearest_neighbor,full_ftv,16,1742.064430,True,0,0.007309,12,1252.03,4,39.139192,False,SINTEF VRPTW 100 customers
R106,regret_insertion,fast_only,19,2831.994750,True,0,0.374893,12,1252.03,7,126.192244,False,SINTEF VRPTW 100 customers
R106,regret_insertion,fast_repair,19,2831.994750,True,0,0.374893,12,1252.03,7,126.192244,False,SINTEF VRPTW 100 customers
R106,regret_insertion,fast_repair_merge,19,2831.994750,True,0,0.374893,12,1252.03,7,126.192244,False,SINTEF VRPTW 100 customers
R106,regret_insertion,fast_repair_merge_elim,18,2740.879371,True,0,0.374893,12,1252.03,6,118.914832,False,SINTEF VRPTW 100 customers
R106,regret_insertion,full_ftv,16,2238.876089,True,0,0.374893,12,1252.03,4,78.819684,False,SINTEF VRPTW 100 customers
R107,greedy_insertion,fast_only,14,1671.539602,True,0,0.363179,10,1104.66,4,51.317111,False,SINTEF VRPTW 100 customers
R107,greedy_insertion,fast_repair,14,1671.539602,True,0,0.363179,10,1104.66,4,51.317111,False,SINTEF VRPTW 100 customers
R107,greedy_insertion,fast_repair_merge,14,1671.539602,True,0,0.363179,10,1104.66,4,51.317111,False,SINTEF VRPTW 100 customers
R107,greedy_insertion,fast_repair_merge_elim,12,1475.273984,True,0,0.363179,10,1104.66,2,33.550050,False,SINTEF VRPTW 100 customers
R107,greedy_insertion,full_ftv,12,1309.387818,True,0,0.363179,10,1104.66,2,18.533107,False,SINTEF VRPTW 100 customers
R107,nearest_neighbor,fast_only,21,1818.549641,True,0,0.006873,10,1104.66,11,64.625282,False,SINTEF VRPTW 100 customers
R107,nearest_neighbor,fast_repair,21,1818.549641,True,0,0.006873,10,1104.66,11,64.625282,False,SINTEF VRPTW 100 customers
R107,nearest_neighbor,fast_repair_merge,16,1720.618521,True,0,0.006873,10,1104.66,6,55.760010,False,SINTEF VRPTW 100 customers
R107,nearest_neighbor,fast_repair_merge_elim,13,1511.640465,True,0,0.006873,10,1104.66,3,36.842147,False,SINTEF VRPTW 100 customers
R107,nearest_neighbor,full_ftv,13,1401.737516,True,0,0.006873,10,1104.66,3,26.893118,False,SINTEF VRPTW 100 customers
R107,regret_insertion,fast_only,19,3050.015102,True,0,0.413074,10,1104.66,9,176.104421,False,SINTEF VRPTW 100 customers
R107,regret_insertion,fast_repair,19,3050.015102,True,0,0.413074,10,1104.66,9,176.104421,False,SINTEF VRPTW 100 customers
R107,regret_insertion,fast_repair_merge,19,3050.015102,True,0,0.413074,10,1104.66,9,176.104421,False,SINTEF VRPTW 100 customers
R107,regret_insertion,fast_repair_merge_elim,18,2985.433557,True,0,0.413074,10,1104.66,8,170.258139,False,SINTEF VRPTW 100 customers
R107,regret_insertion,full_ftv,17,2482.509404,True,0,0.413074,10,1104.66,7,124.730632,False,SINTEF VRPTW 100 customers
R108,greedy_insertion,fast_only,12,1364.563284,True,0,0.396098,9,960.88,3,42.011831,False,SINTEF VRPTW 100 customers
R108,greedy_insertion,fast_repair,12,1364.563284,True,0,0.396098,9,960.88,3,42.011831,False,SINTEF VRPTW 100 customers
R108,greedy_insertion,fast_repair_merge,12,1364.563284,True,0,0.396098,9,960.88,3,42.011831,False,SINTEF VRPTW 100 customers
R108,greedy_insertion,fast_repair_merge_elim,11,1289.043558,True,0,0.396098,9,960.88,2,34.152398,False,SINTEF VRPTW 100 customers
R108,greedy_insertion,full_ftv,11,1216.042381,True,0,0.396098,9,960.88,2,26.555073,False,SINTEF VRPTW 100 customers
R108,nearest_neighbor,fast_only,16,1505.367879,True,0,0.006366,9,960.88,7,56.665544,False,SINTEF VRPTW 100 customers
R108,nearest_neighbor,fast_repair,16,1505.367879,True,0,0.006366,9,960.88,7,56.665544,False,SINTEF VRPTW 100 customers
R108,nearest_neighbor,fast_repair_merge,14,1514.847100,True,0,0.006366,9,960.88,5,57.652059,False,SINTEF VRPTW 100 customers
R108,nearest_neighbor,fast_repair_merge_elim,11,1348.405534,True,0,0.006366,9,960.88,2,40.330274,False,SINTEF VRPTW 100 customers
R108,nearest_neighbor,full_ftv,11,1311.921639,True,0,0.006366,9,960.88,2,36.533348,False,SINTEF VRPTW 100 customers
R108,regret_insertion,fast_only,19,3139.545070,True,0,0.445086,9,960.88,10,226.736436,False,SINTEF VRPTW 100 customers
R108,regret_insertion,fast_repair,19,3139.545070,True,0,0.445086,9,960.88,10,226.736436,False,SINTEF VRPTW 100 customers
R108,regret_insertion,fast_repair_merge,19,3139.545070,True,0,0.445086,9,960.88,10,226.736436,False,SINTEF VRPTW 100 customers
R108,regret_insertion,fast_repair_merge_elim,19,3139.545070,True,0,0.445086,9,960.88,10,226.736436,False,SINTEF VRPTW 100 customers
R108,regret_insertion,full_ftv,18,2773.774426,True,0,0.445086,9,960.88,9,188.670222,False,SINTEF VRPTW 100 customers
R109,greedy_insertion,fast_only,15,1683.322885,True,0,0.332799,11,1194.73,4,40.895674,False,SINTEF VRPTW 100 customers
R109,greedy_insertion,fast_repair,15,1683.322885,True,0,0.332799,11,1194.73,4,40.895674,False,SINTEF VRPTW 100 customers
R109,greedy_insertion,fast_repair_merge,15,1683.322885,True,0,0.332799,11,1194.73,4,40.895674,False,SINTEF VRPTW 100 customers
R109,greedy_insertion,fast_repair_merge_elim,14,1637.297674,True,0,0.332799,11,1194.73,3,37.043321,False,SINTEF VRPTW 100 customers
R109,greedy_insertion,full_ftv,14,1450.918736,True,0,0.332799,11,1194.73,3,21.443233,False,SINTEF VRPTW 100 customers
R109,nearest_neighbor,fast_only,19,1749.905313,True,0,0.007122,11,1194.73,8,46.468684,False,SINTEF VRPTW 100 customers
R109,nearest_neighbor,fast_repair,19,1749.905313,True,0,0.007122,11,1194.73,8,46.468684,False,SINTEF VRPTW 100 customers
R109,nearest_neighbor,fast_repair_merge,18,1690.005431,True,0,0.007122,11,1194.73,7,41.455009,False,SINTEF VRPTW 100 customers
R109,nearest_neighbor,fast_repair_merge_elim,14,1527.309145,True,0,0.007122,11,1194.73,3,27.837180,False,SINTEF VRPTW 100 customers
R109,nearest_neighbor,full_ftv,14,1477.529637,True,0,0.007122,11,1194.73,3,23.670590,False,SINTEF VRPTW 100 customers
R109,regret_insertion,fast_only,21,3064.361994,True,0,0.382779,11,1194.73,10,156.489918,False,SINTEF VRPTW 100 customers
R109,regret_insertion,fast_repair,21,3064.361994,True,0,0.382779,11,1194.73,10,156.489918,False,SINTEF VRPTW 100 customers
R109,regret_insertion,fast_repair_merge,21,3064.361994,True,0,0.382779,11,1194.73,10,156.489918,False,SINTEF VRPTW 100 customers
R109,regret_insertion,fast_repair_merge_elim,20,2970.240423,True,0,0.382779,11,1194.73,9,148.611856,False,SINTEF VRPTW 100 customers
R109,regret_insertion,full_ftv,18,2211.211101,True,0,0.382779,11,1194.73,7,85.080403,False,SINTEF VRPTW 100 customers
R110,greedy_insertion,fast_only,13,1494.187489,True,0,0.358681,10,1118.84,3,33.547915,False,SINTEF VRPTW 100 customers
R110,greedy_insertion,fast_repair,13,1494.187489,True,0,0.358681,10,1118.84,3,33.547915,False,SINTEF VRPTW 100 customers
R110,greedy_insertion,fast_repair_merge,13,1494.187489,True,0,0.358681,10,1118.84,3,33.547915,False,SINTEF VRPTW 100 customers
R110,greedy_insertion,fast_repair_merge_elim,13,1494.187489,True,0,0.358681,10,1118.84,3,33.547915,False,SINTEF VRPTW 100 customers
R110,greedy_insertion,full_ftv,13,1348.369474,True,0,0.358681,10,1118.84,3,20.514951,False,SINTEF VRPTW 100 customers
R110,nearest_neighbor,fast_only,18,1738.352262,True,0,0.006951,10,1118.84,8,55.370943,False,SINTEF VRPTW 100 customers
R110,nearest_neighbor,fast_repair,18,1738.352262,True,0,0.006951,10,1118.84,8,55.370943,False,SINTEF VRPTW 100 customers
R110,nearest_neighbor,fast_repair_merge,18,1738.352262,True,0,0.006951,10,1118.84,8,55.370943,False,SINTEF VRPTW 100 customers
R110,nearest_neighbor,fast_repair_merge_elim,14,1507.643422,True,0,0.006951,10,1118.84,4,34.750583,False,SINTEF VRPTW 100 customers
R110,nearest_neighbor,full_ftv,13,1404.851087,True,0,0.006951,10,1118.84,3,25.563180,False,SINTEF VRPTW 100 customers
R110,regret_insertion,fast_only,20,3090.886583,True,0,0.400033,10,1118.84,10,176.258141,False,SINTEF VRPTW 100 customers
R110,regret_insertion,fast_repair,20,3090.886583,True,0,0.400033,10,1118.84,10,176.258141,False,SINTEF VRPTW 100 customers
R110,regret_insertion,fast_repair_merge,20,3090.886583,True,0,0.400033,10,1118.84,10,176.258141,False,SINTEF VRPTW 100 customers
R110,regret_insertion,fast_repair_merge_elim,19,2966.240273,True,0,0.400033,10,1118.84,9,165.117467,False,SINTEF VRPTW 100 customers
R110,regret_insertion,full_ftv,16,2128.107111,True,0,0.400033,10,1118.84,6,90.206563,False,SINTEF VRPTW 100 customers
R111,greedy_insertion,fast_only,15,1566.961569,True,0,0.363476,10,1096.73,5,42.875782,False,SINTEF VRPTW 100 customers
R111,greedy_insertion,fast_repair,15,1566.961569,True,0,0.363476,10,1096.73,5,42.875782,False,SINTEF VRPTW 100 customers
R111,greedy_insertion,fast_repair_merge,15,1566.961569,True,0,0.363476,10,1096.73,5,42.875782,False,SINTEF VRPTW 100 customers
R111,greedy_insertion,fast_repair_merge_elim,13,1407.583771,True,0,0.363476,10,1096.73,3,28.343692,False,SINTEF VRPTW 100 customers
R111,greedy_insertion,full_ftv,13,1317.907370,True,0,0.363476,10,1096.73,3,20.166985,False,SINTEF VRPTW 100 customers
R111,nearest_neighbor,fast_only,19,1691.279006,True,0,0.006675,10,1096.73,9,54.211064,False,SINTEF VRPTW 100 customers
R111,nearest_neighbor,fast_repair,19,1691.279006,True,0,0.006675,10,1096.73,9,54.211064,False,SINTEF VRPTW 100 customers
