dataset,generator,variant,vehicles,distance,feasible,violations,base_runtime
R109,regret_insertion,full_ftv,18,2211.211101,True,0,0.382779
R110,greedy_insertion,fast_only,13,1494.187489,True,0,0.358681
R110,greedy_insertion,fast_repair,13,1494.187489,True,0,0.358681
R110,greedy_insertion,fast_repair_merge,13,1494.187489,True,0,0.358681
R110,greedy_insertion,fast_repair_merge_elim,13,1494.187489,True,0,0.358681
R110,greedy_insertion,full_ftv,13,1348.369474,True,0,0.358681
R110,nearest_neighbor,fast_only,18,1738.352262,True,0,0.006951
R110,nearest_neighbor,fast_repair,18,1738.352262,True,0,0.006951
R110,nearest_neighbor,fast_repair_merge,18,1738.352262,True,0,0.006951
R110,nearest_neighbor,fast_repair_merge_elim,14,1507.643422,True,0,0.006951
R110,nearest_neighbor,full_ftv,13,1404.851087,True,0,0.006951
R110,regret_insertion,fast_only,20,3090.886583,True,0,0.400033
R110,regret_insertion,fast_repair,20,3090.886583,True,0,0.400033
R110,regret_insertion,fast_repair_merge,20,3090.886583,True,0,0.400033
R110,regret_insertion,fast_repair_merge_elim,19,2966.240273,True,0,0.400033
R110,regret_insertion,full_ftv,16,2128.107111,True,0,0.400033
R111,greedy_insertion,fast_only,15,1566.961569,True,0,0.363476
R111,greedy_insertion,fast_repair,15,1566.961569,True,0,0.363476
R111,greedy_insertion,fast_repair_merge,15,1566.961569,True,0,0.363476
R111,greedy_insertion,fast_repair_merge_elim,13,1407.583771,True,0,0.363476
R111,greedy_insertion,full_ftv,13,1317.907370,True,0,0.363476
R111,nearest_neighbor,fast_only,19,1691.279006,True,0,0.006675
R111,nearest_neighbor,fast_repair,19,1691.279006,True,0,0.006675
R111,nearest_neighbor,fast_repair_merge,17,1694.151191,True,0,0.006675
R111,nearest_neighbor,fast_repair_merge_elim,13,1425.517968,True,0,0.006675
R111,nearest_neighbor,full_ftv,13,1343.574821,True,0,0.006675
R111,regret_insertion,fast_only,20,3272.652999,True,0,0.427389
R111,regret_insertion,fast_repair,20,3272.652999,True,0,0.427389
R111,regret_insertion,fast_repair_merge,20,3272.652999,True,0,0.427389
R111,regret_insertion,fast_repair_merge_elim,20,3272.652999,True,0,0.427389
R111,regret_insertion,full_ftv,18,2527.380646,True,0,0.427389
R112,greedy_insertion,fast_only,12,1362.872370,True,0,0.415182
R112,greedy_insertion,fast_repair,12,1362.872370,True,0,0.415182
R112,greedy_insertion,fast_repair_merge,12,1362.872370,True,0,0.415182
R112,greedy_insertion,fast_repair_merge_elim,12,1362.872370,True,0,0.415182
R112,greedy_insertion,full_ftv,12,1188.949648,True,0,0.415182
R112,nearest_neighbor,fast_only,14,1364.931203,True,0,0.006228
R112,nearest_neighbor,fast_repair,14,1364.931203,True,0,0.006228
R112,nearest_neighbor,fast_repair_merge,13,1334.583522,True,0,0.006228
R112,nearest_neighbor,fast_repair_merge_elim,12,1254.320588,True,0,0.006228
R112,nearest_neighbor,full_ftv,12,1196.990368,True,0,0.006228
R112,regret_insertion,fast_only,18,2906.257062,True,0,0.444816
R112,regret_insertion,fast_repair,18,2906.257062,True,0,0.444816
R112,regret_insertion,fast_repair_merge,18,2906.257062,True,0,0.444816
R112,regret_insertion,fast_repair_merge_elim,18,2906.257062,True,0,0.444816
R112,regret_insertion,full_ftv,18,2864.111202,True,0,0.444816
R201,greedy_insertion,fast_only,5,1855.377752,True,0,0.331207
R201,greedy_insertion,fast_repair,5,1855.377752,True,0,0.331207
R201,greedy_insertion,fast_repair_merge,5,1855.377752,True,0,0.331207
R201,greedy_insertion,fast_repair_merge_elim,4,1626.496773,True,0,0.331207
R201,greedy_insertion,full_ftv,4,1507.200026,True,0,0.331207
R201,nearest_neighbor,fast_only,15,1984.955876,True,0,0.009128
R201,nearest_neighbor,fast_repair,15,1984.955876,True,0,0.009128
R201,nearest_neighbor,fast_repair_merge,6,2002.554553,True,0,0.009128
R201,nearest_neighbor,fast_repair_merge_elim,5,1843.897482,True,0,0.009128
R201,nearest_neighbor,full_ftv,5,1611.790288,True,0,0.009128
R201,regret_insertion,fast_only,7,3324.159107,True,0,0.358178
R201,regret_insertion,fast_repair,7,3324.159107,True,0,0.358178
R201,regret_insertion,fast_repair_merge,7,3324.159107,True,0,0.358178
R201,regret_insertion,fast_repair_merge_elim,6,2926.125190,True,0,0.358178
R201,regret_insertion,full_ftv,6,1794.782859,True,0,0.358178
R202,greedy_insertion,fast_only,5,1930.073961,True,0,0.385123
R202,greedy_insertion,fast_repair,5,1930.073961,True,0,0.385123
R202,greedy_insertion,fast_repair_merge,5,1930.073961,True,0,0.385123
R202,greedy_insertion,fast_repair_merge_elim,4,1607.225656,True,0,0.385123
R202,greedy_insertion,full_ftv,4,1481.335583,True,0,0.385123
R202,nearest_neighbor,fast_only,14,1812.994209,True,0,0.007385
R202,nearest_neighbor,fast_repair,14,1812.994209,True,0,0.007385
R202,nearest_neighbor,fast_repair_merge,7,1764.190732,True,0,0.007385
R202,nearest_neighbor,fast_repair_merge_elim,4,1483.149282,True,0,0.007385
R202,nearest_neighbor,full_ftv,4,1303.974642,True,0,0.007385
R202,regret_insertion,fast_only,6,2762.271110,True,0,0.386559
R202,regret_insertion,fast_repair,6,2762.271110,True,0,0.386559
R202,regret_insertion,fast_repair_merge,6,2762.271110,True,0,0.386559
R202,regret_insertion,fast_repair_merge_elim,5,2416.816477,True,0,0.386559
R202,regret_insertion,full_ftv,5,1803.229943,True,0,0.386559
R203,greedy_insertion,fast_only,4,1598.576530,True,0,0.546453
R203,greedy_insertion,fast_repair,4,1598.576530,True,0,0.546453
R203,greedy_insertion,fast_repair_merge,4,1598.576530,True,0,0.546453
R203,greedy_insertion,fast_repair_merge_elim,3,1499.050937,True,0,0.546453
R203,greedy_insertion,full_ftv,3,1330.664431,True,0,0.546453
R203,nearest_neighbor,fast_only,11,1532.724349,True,0,0.006860
R203,nearest_neighbor,fast_repair,11,1532.724349,True,0,0.006860
R203,nearest_neighbor,fast_repair_merge,4,1689.342095,True,0,0.006860
R203,nearest_neighbor,fast_repair_merge_elim,3,1637.573869,True,0,0.006860
R203,nearest_neighbor,full_ftv,3,1333.267123,True,0,0.006860
R203,regret_insertion,fast_only,4,2238.053027,True,0,0.477759
R203,regret_insertion,fast_repair,4,2238.053027,True,0,0.477759
R203,regret_insertion,fast_repair_merge,4,2238.053027,True,0,0.477759
R203,regret_insertion,fast_repair_merge_elim,4,2238.053027,True,0,0.477759
R203,regret_insertion,full_ftv,4,1620.428068,True,0,0.477759
R204,greedy_insertion,fast_only,3,1352.183948,True,0,0.804937
R204,greedy_insertion,fast_repair,3,1352.183948,True,0,0.804937
R204,greedy_insertion,fast_repair_merge,3,1352.183948,True,0,0.804937
R204,greedy_insertion,fast_repair_merge_elim,3,1352.183948,True,0,0.804937
R204,greedy_insertion,full_ftv,3,1151.089000,True,0,0.804937
R204,nearest_neighbor,fast_only,10,1381.005651,True,0,0.006042
R204,nearest_neighbor,fast_repair,10,1381.005651,True,0,0.006042
R204,nearest_neighbor,fast_repair_merge,4,1359.675331,True,0,0.006042
R204,nearest_neighbor,fast_repair_merge_elim,3,1178.593328,True,0,0.006042
R204,nearest_neighbor,full_ftv,3,1071.877661,True,0,0.006042
R204,regret_insertion,fast_only,3,1609.102209,True,0,0.670024
R204,regret_insertion,fast_repair,3,1609.102209,True,0,0.670024
R204,regret_insertion,fast_repair_merge,3,1609.102209,True,0,0.670024
R204,regret_insertion,fast_repair_merge_elim,3,1609.102209,True,0,0.670024
R204,regret_insertion,full_ftv,3,1608.741812,True,0,0.670024
R205,greedy_insertion,fast_only,4,1525.157842,True,0,0.382685
R205,greedy_insertion,fast_repair,4,1525.157842,True,0,0.382685
R205,greedy_insertion,fast_repair_merge,4,1525.157842,True,0,0.382685
R205,greedy_insertion,fast_repair_merge_elim,4,1525.157842,True,0,0.382685
R205,greedy_insertion,full_ftv,4,1326.860828,True,0,0.382685
R205,nearest_neighbor,fast_only,8,1519.367801,True,0,0.009058
R205,nearest_neighbor,fast_repair,8,1519.367801,True,0,0.009058
R205,nearest_neighbor,fast_repair_merge,4,1535.343400,True,0,0.009058
R205,nearest_neighbor,fast_repair_merge_elim,4,1535.343400,True,0,0.009058
R205,nearest_neighbor,full_ftv,4,1451.156783,True,0,0.009058
R205,regret_insertion,fast_only,5,2708.774554,True,0,0.384357
R205,regret_insertion,fast_repair,5,2708.774554,True,0,0.384357
R205,regret_insertion,fast_repair_merge,5,2708.774554,True,0,0.384357
R205,regret_insertion,fast_repair_merge_elim,5,2708.774554,True,0,0.384357
R205,regret_insertion,full_ftv,5,1680.625225,True,0,0.384357
R206,greedy_insertion,fast_only,4,1464.483398,True,0,0.496512
R206,greedy_insertion,fast_repair,4,1464.483398,True,0,0.496512
R206,greedy_insertion,fast_repair_merge,3,1413.989145,True,0,0.496512
R206,greedy_insertion,fast_repair_merge_elim,3,1413.989145,True,0,0.496512
R206,greedy_insertion,full_ftv,3,1297.322477,True,0,0.496512
R206,nearest_neighbor,fast_only,8,1513.053512,True,0,0.007045
R206,nearest_neighbor,fast_repair,8,1513.053512,True,0,0.007045
R206,nearest_neighbor,fast_repair_merge,4,1515.337134,True,0,0.007045
R206,nearest_neighbor,fast_repair_merge_elim,3,1354.140506,True,0,0.007045
R206,nearest_neighbor,full_ftv,3,1276.088931,True,0,0.007045
R206,regret_insertion,fast_only,4,2410.985234,True,0,0.455064
R206,regret_insertion,fast_repair,4,2410.985234,True,0,0.455064
R206,regret_insertion,fast_repair_merge,4,2410.985234,True,0,0.455064
R206,regret_insertion,fast_repair_merge_elim,4,2410.985234,True,0,0.455064
R206,regret_insertion,full_ftv,4,1720.537317,True,0,0.455064
R207,greedy_insertion,fast_only,3,1292.631274,True,0,0.614357
R207,greedy_insertion,fast_repair,3,1292.631274,True,0,0.614357
R207,greedy_insertion,fast_repair_merge,3,1292.631274,True,0,0.614357
R207,greedy_insertion,fast_repair_merge_elim,3,1292.631274,True,0,0.614357
R207,greedy_insertion,full_ftv,3,1086.144387,True,0,0.614357
R207,nearest_neighbor,fast_only,9,1429.512314,True,0,0.006851
R207,nearest_neighbor,fast_repair,9,1429.512314,True,0,0.006851
R207,nearest_neighbor,fast_repair_merge,4,1495.288695,True,0,0.006851
R207,nearest_neighbor,fast_repair_merge_elim,3,1346.417314,True,0,0.006851
R207,nearest_neighbor,full_ftv,3,1233.194265,True,0,0.006851
R207,regret_insertion,fast_only,4,2037.899015,True,0,0.579186
R207,regret_insertion,fast_repair,4,2037.899015,True,0,0.579186
R207,regret_insertion,fast_repair_merge,4,2037.899015,True,0,0.579186
R207,regret_insertion,fast_repair_merge_elim,3,1890.769460,True,0,0.579186
R207,regret_insertion,full_ftv,3,1678.191693,True,0,0.579186
R208,greedy_insertion,fast_only,3,1108.453356,True,0,1.019772
R208,greedy_insertion,fast_repair,3,1108.453356,True,0,1.019772
R208,greedy_insertion,fast_repair_merge,3,1108.453356,True,0,1.019772
R208,greedy_insertion,fast_repair_merge_elim,3,1108.453356,True,0,1.019772
R208,greedy_insertion,full_ftv,3,870.423219,True,0,1.019772
R208,nearest_neighbor,fast_only,5,1104.355462,True,0,0.006173
R208,nearest_neighbor,fast_repair,5,1104.355462,True,0,0.006173
R208,nearest_neighbor,fast_repair_merge,3,1134.442514,True,0,0.006173
R208,nearest_neighbor,fast_repair_merge_elim,3,1134.442514,True,0,0.006173
R208,nearest_neighbor,full_ftv,3,981.260004,True,0,0.006173
R208,regret_insertion,fast_only,3,1603.356203,True,0,0.705207
R208,regret_insertion,fast_repair,3,1603.356203,True,0,0.705207
R208,regret_insertion,fast_repair_merge,3,1603.356203,True,0,0.705207
R208,regret_insertion,fast_repair_merge_elim,3,1603.356203,True,0,0.705207
R208,regret_insertion,full_ftv,3,1418.035744,True,0,0.705207
R209,greedy_insertion,fast_only,3,1384.763681,True,0,0.438341
R209,greedy_insertion,fast_repair,3,1384.763681,True,0,0.438341
R209,greedy_insertion,fast_repair_merge,3,1384.763681,True,0,0.438341
R209,greedy_insertion,fast_repair_merge_elim,3,1384.763681,True,0,0.438341
R209,greedy_insertion,full_ftv,3,1191.714817,True,0,0.438341
R209,nearest_neighbor,fast_only,8,1467.577681,True,0,0.008104
R209,nearest_neighbor,fast_repair,8,1467.577681,True,0,0.008104
R209,nearest_neighbor,fast_repair_merge,5,1504.740715,True,0,0.008104
R209,nearest_neighbor,fast_repair_merge_elim,4,1383.490095,True,0,0.008104
R209,nearest_neighbor,full_ftv,4,1299.004757,True,0,0.008104
R209,regret_insertion,fast_only,5,2465.686278,True,0,0.494706
R209,regret_insertion,fast_repair,5,2465.686278,True,0,0.494706
R209,regret_insertion,fast_repair_merge,4,2222.574052,True,0,0.494706
R209,regret_insertion,fast_repair_merge_elim,4,2222.574052,True,0,0.494706
R209,regret_insertion,full_ftv,4,2014.261815,True,0,0.494706
R210,greedy_insertion,fast_only,4,1651.857089,True,0,0.429224
R210,greedy_insertion,fast_repair,4,1651.857089,True,0,0.429224
R210,greedy_insertion,fast_repair_merge,4,1651.857089,True,0,0.429224
R210,greedy_insertion,fast_repair_merge_elim,3,1421.496143,True,0,0.429224
R210,greedy_insertion,full_ftv,3,1282.173185,True,0,0.429224
R210,nearest_neighbor,fast_only,9,1482.742503,True,0,0.007638
R210,nearest_neighbor,fast_repair,9,1482.742503,True,0,0.007638
R210,nearest_neighbor,fast_repair_merge,5,1387.795975,True,0,0.007638
R210,nearest_neighbor,fast_repair_merge_elim,4,1172.056722,True,0,0.007638
R210,nearest_neighbor,full_ftv,4,1077.880109,True,0,0.007638
R210,regret_insertion,fast_only,4,2595.854881,True,0,0.419192
R210,regret_insertion,fast_repair,4,2595.854881,True,0,0.419192
R210,regret_insertion,fast_repair_merge,4,2595.854881,True,0,0.419192
R210,regret_insertion,fast_repair_merge_elim,4,2595.854881,True,0,0.419192
R210,regret_insertion,full_ftv,4,2184.353574,True,0,0.419192
R211,greedy_insertion,fast_only,3,1292.848628,True,0,0.672258
R211,greedy_insertion,fast_repair,3,1292.848628,True,0,0.672258
R211,greedy_insertion,fast_repair_merge,3,1292.848628,True,0,0.672258
R211,greedy_insertion,fast_repair_merge_elim,3,1292.848628,True,0,0.672258
R211,greedy_insertion,full_ftv,3,970.494538,True,0,0.672258
R211,nearest_neighbor,fast_only,5,1268.644772,True,0,0.008997
R211,nearest_neighbor,fast_repair,5,1268.644772,True,0,0.008997
R211,nearest_neighbor,fast_repair_merge,4,1227.741921,True,0,0.008997
R211,nearest_neighbor,fast_repair_merge_elim,3,1149.371152,True,0,0.008997
R211,nearest_neighbor,full_ftv,3,1046.083378,True,0,0.008997
R211,regret_insertion,fast_only,4,2214.590708,True,0,0.578452
R211,regret_insertion,fast_repair,4,2214.590708,True,0,0.578452
R211,regret_insertion,fast_repair_merge,4,2214.590708,True,0,0.578452
R211,regret_insertion,fast_repair_merge_elim,4,2214.590708,True,0,0.578452
R211,regret_insertion,full_ftv,4,1318.183148,True,0,0.578452
RC101,greedy_insertion,fast_only,18,2332.412676,True,0,0.321898
RC101,greedy_insertion,fast_repair,18,2332.412676,True,0,0.321898
RC101,greedy_insertion,fast_repair_merge,18,2332.412676,True,0,0.321898
RC101,greedy_insertion,fast_repair_merge_elim,18,2332.412676,True,0,0.321898
RC101,greedy_insertion,full_ftv,18,2134.991775,True,0,0.321898
RC101,nearest_neighbor,fast_only,27,2711.298077,False,1,0.007727
RC101,nearest_neighbor,fast_repair,27,2711.298077,False,1,0.007727
RC101,nearest_neighbor,fast_repair_merge,23,2650.556768,True,0,0.007727
RC101,nearest_neighbor,fast_repair_merge_elim,18,2172.812473,True,0,0.007727
RC101,nearest_neighbor,full_ftv,18,2057.430411,True,0,0.007727
RC101,regret_insertion,fast_only,24,3079.354092,True,0,0.342517
RC101,regret_insertion,fast_repair,24,3079.354092,True,0,0.342517
RC101,regret_insertion,fast_repair_merge,24,3079.354092,True,0,0.342517
RC101,regret_insertion,fast_repair_merge_elim,22,2868.618614,True,0,0.342517
RC101,regret_insertion,full_ftv,18,2137.219960,True,0,0.342517
RC102,greedy_insertion,fast_only,17,2270.359671,True,0,0.340020
RC102,greedy_insertion,fast_repair,17,2270.359671,True,0,0.340020
RC102,greedy_insertion,fast_repair_merge,17,2270.359671,True,0,0.340020
RC102,greedy_insertion,fast_repair_merge_elim,17,2270.359671,True,0,0.340020
RC102,greedy_insertion,full_ftv,16,1853.735016,True,0,0.340020
RC102,nearest_neighbor,fast_only,27,2647.099253,False,1,0.007332
RC102,nearest_neighbor,fast_repair,27,2647.099253,False,1,0.007332
RC102,nearest_neighbor,fast_repair_merge,21,2397.100536,True,0,0.007332
RC102,nearest_neighbor,fast_repair_merge_elim,16,1979.590261,True,0,0.007332
RC102,nearest_neighbor,full_ftv,16,1884.349481,True,0,0.007332
RC102,regret_insertion,fast_only,19,2821.931841,True,0,0.347480
RC102,regret_insertion,fast_repair,19,2821.931841,True,0,0.347480
RC102,regret_insertion,fast_repair_merge,19,2821.931841,True,0,0.347480
RC102,regret_insertion,fast_repair_merge_elim,17,2654.314879,True,0,0.347480
RC102,regret_insertion,full_ftv,17,2343.002548,True,0,0.347480
RC103,greedy_insertion,fast_only,15,2106.547173,True,0,0.360701
RC103,greedy_insertion,fast_repair,15,2106.547173,True,0,0.360701
RC103,greedy_insertion,fast_repair_merge,15,2106.547173,True,0,0.360701
RC103,greedy_insertion,fast_repair_merge_elim,14,2004.112658,True,0,0.360701
RC103,greedy_insertion,full_ftv,14,1798.714112,True,0,0.360701
RC103,nearest_neighbor,fast_only,23,2220.763255,True,0,0.006905
RC103,nearest_neighbor,fast_repair,23,2220.763255,True,0,0.006905
RC103,nearest_neighbor,fast_repair_merge,17,2072.907694,True,0,0.006905
RC103,nearest_neighbor,fast_repair_merge_elim,14,1889.550403,True,0,0.006905
RC103,nearest_neighbor,full_ftv,14,1797.662575,True,0,0.006905
RC103,regret_insertion,fast_only,19,3229.957896,True,0,0.403578
RC103,regret_insertion,fast_repair,19,3229.957896,True,0,0.403578
RC103,regret_insertion,fast_repair_merge,19,3229.957896,True,0,0.403578
RC103,regret_insertion,fast_repair_merge_elim,18,3114.422605,True,0,0.403578
RC103,regret_insertion,full_ftv,16,2295.160400,True,0,0.403578
RC104,greedy_insertion,fast_only,14,1801.182286,True,0,0.407701
RC104,greedy_insertion,fast_repair,14,1801.182286,True,0,0.407701
RC104,greedy_insertion,fast_repair_merge,14,1801.182286,True,0,0.407701
RC104,greedy_insertion,fast_repair_merge_elim,13,1711.234097,True,0,0.407701
RC104,greedy_insertion,full_ftv,13,1553.487444,True,0,0.407701
RC104,nearest_neighbor,fast_only,16,1754.612330,True,0,0.006245
RC104,nearest_neighbor,fast_repair,16,1754.612330,True,0,0.006245
RC104,nearest_neighbor,fast_repair_merge,14,1640.232616,True,0,0.006245
RC104,nearest_neighbor,fast_repair_merge_elim,12,1506.898152,True,0,0.006245
RC104,nearest_neighbor,full_ftv,12,1467.671730,True,0,0.006245
RC104,regret_insertion,fast_only,20,3590.914567,True,0,0.434789
RC104,regret_insertion,fast_repair,20,3590.914567,True,0,0.434789
RC104,regret_insertion,fast_repair_merge,20,3590.914567,True,0,0.434789
RC104,regret_insertion,fast_repair_merge_elim,20,3590.914567,True,0,0.434789
RC104,regret_insertion,full_ftv,15,2457.238632,True,0,0.434789
RC105,greedy_insertion,fast_only,20,2502.852081,True,0,0.322511
RC105,greedy_insertion,fast_repair,20,2502.852081,True,0,0.322511
RC105,greedy_insertion,fast_repair_merge,20,2502.852081,True,0,0.322511
RC105,greedy_insertion,fast_repair_merge_elim,18,2354.596514,True,0,0.322511
RC105,greedy_insertion,full_ftv,18,2016.994798,True,0,0.322511
RC105,nearest_neighbor,fast_only,28,2812.898997,False,1,0.007563
RC105,nearest_neighbor,fast_repair,28,2812.898997,False,1,0.007563
RC105,nearest_neighbor,fast_repair_merge,22,2574.895534,True,0,0.007563
RC105,nearest_neighbor,fast_repair_merge_elim,18,2187.601763,True,0,0.007563
RC105,nearest_neighbor,full_ftv,18,2034.984890,True,0,0.007563
RC105,regret_insertion,fast_only,22,3307.234304,True,0,0.365070
RC105,regret_insertion,fast_repair,22,3307.234304,True,0,0.365070
RC105,regret_insertion,fast_repair_merge,22,3307.234304,True,0,0.365070
RC105,regret_insertion,fast_repair_merge_elim,20,3023.827045,True,0,0.365070
RC105,regret_insertion,full_ftv,19,2284.915954,True,0,0.365070
RC106,greedy_insertion,fast_only,16,2134.704888,True,0,0.330896
RC106,greedy_insertion,fast_repair,16,2134.704888,True,0,0.330896
RC106,greedy_insertion,fast_repair_merge,16,2134.704888,True,0,0.330896
RC106,greedy_insertion,fast_repair_merge_elim,16,2134.704888,True,0,0.330896
RC106,greedy_insertion,full_ftv,16,1912.248501,True,0,0.330896
RC106,nearest_neighbor,fast_only,20,2119.216083,True,0,0.006925
RC106,nearest_neighbor,fast_repair,20,2119.216083,True,0,0.006925
RC106,nearest_neighbor,fast_repair_merge,18,2111.799328,True,0,0.006925
RC106,nearest_neighbor,fast_repair_merge_elim,15,1877.657623,True,0,0.006925
RC106,nearest_neighbor,full_ftv,15,1696.272823,True,0,0.006925
RC106,regret_insertion,fast_only,23,3649.516308,True,0,0.378203
RC106,regret_insertion,fast_repair,23,3649.516308,True,0,0.378203
RC106,regret_insertion,fast_repair_merge,23,3649.516308,True,0,0.378203
RC106,regret_insertion,fast_repair_merge_elim,22,3572.932468,True,0,0.378203
RC106,regret_insertion,full_ftv,19,2698.986224,True,0,0.378203
RC107,greedy_insertion,fast_only,15,1885.188073,True,0,0.346964
RC107,greedy_insertion,fast_repair,15,1885.188073,True,0,0.346964
RC107,greedy_insertion,fast_repair_merge,15,1885.188073,True,0,0.346964
RC107,greedy_insertion,fast_repair_merge_elim,14,1773.770527,True,0,0.346964
RC107,greedy_insertion,full_ftv,14,1590.095882,True,0,0.346964
RC107,nearest_neighbor,fast_only,18,1952.328721,True,0,0.006614
RC107,nearest_neighbor,fast_repair,18,1952.328721,True,0,0.006614
RC107,nearest_neighbor,fast_repair_merge,16,1846.095802,True,0,0.006614
RC107,nearest_neighbor,fast_repair_merge_elim,13,1675.973412,True,0,0.006614
RC107,nearest_neighbor,full_ftv,13,1645.991347,True,0,0.006614
RC107,regret_insertion,fast_only,21,3643.257246,True,0,0.402602
RC107,regret_insertion,fast_repair,21,3643.257246,True,0,0.402602
RC107,regret_insertion,fast_repair_merge,21,3643.257246,True,0,0.402602
RC107,regret_insertion,fast_repair_merge_elim,21,3643.257246,True,0,0.402602
RC107,regret_insertion,full_ftv,18,2423.096927,True,0,0.402602
RC108,greedy_insertion,fast_only,13,1747.159868,True,0,0.382493
RC108,greedy_insertion,fast_repair,13,1747.159868,True,0,0.382493
RC108,greedy_insertion,fast_repair_merge,13,1747.159868,True,0,0.382493
RC108,greedy_insertion,fast_repair_merge_elim,13,1747.159868,True,0,0.382493
RC108,greedy_insertion,full_ftv,13,1610.451847,True,0,0.382493
RC108,nearest_neighbor,fast_only,15,1792.977703,True,0,0.006300
RC108,nearest_neighbor,fast_repair,15,1792.977703,True,0,0.006300
RC108,nearest_neighbor,fast_repair_merge,15,1792.977703,True,0,0.006300
RC108,nearest_neighbor,fast_repair_merge_elim,13,1567.910844,True,0,0.006300
RC108,nearest_neighbor,full_ftv,13,1484.173656,True,0,0.006300
RC108,regret_insertion,fast_only,22,3923.036072,True,0,0.442097
RC108,regret_insertion,fast_repair,22,3923.036072,True,0,0.442097
RC108,regret_insertion,fast_repair_merge,22,3923.036072,True,0,0.442097
RC108,regret_insertion,fast_repair_merge_elim,22,3923.036072,True,0,0.442097
RC108,regret_insertion,full_ftv,18,2922.469658,True,0,0.442097
RC201,greedy_insertion,fast_only,5,2181.225772,True,0,0.312541
RC201,greedy_insertion,fast_repair,5,2181.225772,True,0,0.312541
RC201,greedy_insertion,fast_repair_merge,5,2181.225772,True,0,0.312541
RC201,greedy_insertion,fast_repair_merge_elim,5,2181.225772,True,0,0.312541
RC201,greedy_insertion,full_ftv,5,1853.341144,True,0,0.312541
RC201,nearest_neighbor,fast_only,15,2468.245614,True,0,0.008182
RC201,nearest_neighbor,fast_repair,15,2468.245614,True,0,0.008182
RC201,nearest_neighbor,fast_repair_merge,7,2404.121266,True,0,0.008182
RC201,nearest_neighbor,fast_repair_merge_elim,5,2056.871335,True,0,0.008182
RC201,nearest_neighbor,full_ftv,5,1910.064392,True,0,0.008182
RC201,regret_insertion,fast_only,7,4036.745802,True,0,0.340189
RC201,regret_insertion,fast_repair,7,4036.745802,True,0,0.340189
RC201,regret_insertion,fast_repair_merge,7,4036.745802,True,0,0.340189
RC201,regret_insertion,fast_repair_merge_elim,7,4036.745802,True,0,0.340189
RC201,regret_insertion,full_ftv,7,2684.620689,True,0,0.340189
RC202,greedy_insertion,fast_only,5,2030.006042,True,0,0.361327
RC202,greedy_insertion,fast_repair,5,2030.006042,True,0,0.361327
RC202,greedy_insertion,fast_repair_merge,5,2030.006042,True,0,0.361327
RC202,greedy_insertion,fast_repair_merge_elim,5,2030.006042,True,0,0.361327
RC202,greedy_insertion,full_ftv,5,1581.594046,True,0,0.361327
RC202,nearest_neighbor,fast_only,13,2114.341605,True,0,0.007315
RC202,nearest_neighbor,fast_repair,13,2114.341605,True,0,0.007315
RC202,nearest_neighbor,fast_repair_merge,6,1932.244159,True,0,0.007315
RC202,nearest_neighbor,fast_repair_merge_elim,5,1811.595333,True,0,0.007315
RC202,nearest_neighbor,full_ftv,5,1623.996992,True,0,0.007315
RC202,regret_insertion,fast_only,6,3894.132357,True,0,0.387950
RC202,regret_insertion,fast_repair,6,3894.132357,True,0,0.387950
RC202,regret_insertion,fast_repair_merge,6,3894.132357,True,0,0.387950
RC202,regret_insertion,fast_repair_merge_elim,6,3894.132357,True,0,0.387950
RC202,regret_insertion,full_ftv,5,2155.671277,True,0,0.387950
RC203,greedy_insertion,fast_only,4,1800.930640,True,0,0.521173
RC203,greedy_insertion,fast_repair,4,1800.930640,True,0,0.521173
RC203,greedy_insertion,fast_repair_merge,4,1800.930640,True,0,0.521173
RC203,greedy_insertion,fast_repair_merge_elim,3,1702.631334,True,0,0.521173
RC203,greedy_insertion,full_ftv,3,1630.805569,True,0,0.521173
RC203,nearest_neighbor,fast_only,13,2073.990222,True,0,0.006873
RC203,nearest_neighbor,fast_repair,13,2073.990222,True,0,0.006873
RC203,nearest_neighbor,fast_repair_merge,6,1931.611397,True,0,0.006873
RC203,nearest_neighbor,fast_repair_merge_elim,3,1666.758407,True,0,0.006873
RC203,nearest_neighbor,full_ftv,3,1549.865965,True,0,0.006873
RC203,regret_insertion,fast_only,6,3111.745481,True,0,0.479670
RC203,regret_insertion,fast_repair,6,3111.745481,True,0,0.479670
RC203,regret_insertion,fast_repair_merge,5,3087.228820,True,0,0.479670
RC203,regret_insertion,fast_repair_merge_elim,5,3087.228820,True,0,0.479670
RC203,regret_insertion,full_ftv,5,2122.555158,True,0,0.479670
RC204,greedy_insertion,fast_only,4,1434.174241,True,0,0.628757
RC204,greedy_insertion,fast_repair,4,1434.174241,True,0,0.628757
RC204,greedy_insertion,fast_repair_merge,4,1434.174241,True,0,0.628757
RC204,greedy_insertion,fast_repair_merge_elim,3,1243.260961,True,0,0.628757
RC204,greedy_insertion,full_ftv,3,1092.594400,True,0,0.628757
RC204,nearest_neighbor,fast_only,7,1361.201627,True,0,0.005874
RC204,nearest_neighbor,fast_repair,7,1361.201627,True,0,0.005874
RC204,nearest_neighbor,fast_repair_merge,5,1330.837822,True,0,0.005874
RC204,nearest_neighbor,fast_repair_merge_elim,3,1102.980172,True,0,0.005874
RC204,nearest_neighbor,full_ftv,3,1026.073685,True,0,0.005874
RC204,regret_insertion,fast_only,4,2559.851821,True,0,0.584070
