dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime
C203,nearest_neighbor,11,1583.700653,5,1134.060168,True,0,0.030750
C203,greedy_insertion,4,1132.775187,4,868.574623,True,0,10.601026
C203,regret_insertion,4,2277.802009,4,1529.535817,True,0,9.790732
