dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime
C107,nearest_neighbor,18,2131.536781,13,1493.719797,True,0,0.031105
C107,greedy_insertion,11,1247.360024,11,1012.881380,True,0,5.931976
C107,regret_insertion,13,1947.807614,13,1654.264544,True,0,5.897345
