dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime
R102,nearest_neighbor,34,2442.783334,21,1814.081428,True,0,0.018368
R102,greedy_insertion,19,2094.211757,19,1774.137011,True,0,4.098668
R102,regret_insertion,24,2794.705956,20,2085.405682,True,0,3.287069
