dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime
RC1_2_1,nearest_neighbor,36,6607.644198,26,6183.127936,True,0,0.128324
RC1_2_1,greedy_insertion,24,5592.999248,24,5592.999248,True,0,57.805943
RC1_2_1,regret_insertion,32,8913.117093,32,8913.117093,True,0,54.603128
