dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lrc202,greedy_pair_insertion,4,1818.010085,4,1818.010085,True,0,25.254658,51
lrc202,greedy_pair_insertion+pair_alns,4,1818.010085,4,1762.428666,True,0,47.614984,51
