dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lrc106,greedy_pair_insertion,18,1990.937844,17,1953.307942,True,0,6.945118,53
lrc106,greedy_pair_insertion+pair_alns,17,1953.307942,16,1793.939286,True,0,27.163966,53
