dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr208,greedy_pair_insertion,3,1123.196729,3,1123.196729,True,0,45.225364,50
lr208,greedy_pair_insertion+pair_alns,3,1123.196729,3,1062.782955,True,0,66.261229,50
