dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr203,greedy_pair_insertion,4,1343.344368,4,1343.344368,True,0,23.873524,51
lr203,greedy_pair_insertion+pair_alns,4,1343.344368,4,1321.579064,True,0,48.370207,51
