dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr102,greedy_pair_insertion,19,1696.261526,19,1696.261526,True,0,6.084071,55
lr102,greedy_pair_insertion+pair_alns,19,1696.261526,18,1655.070689,True,0,26.242504,55
