dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr103,greedy_pair_insertion,17,1676.041090,17,1676.041090,True,0,5.476775,52
lr103,greedy_pair_insertion+pair_alns,17,1676.041090,15,1512.354136,True,0,26.293124,52
