dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lc101,greedy_pair_insertion,12,967.381506,12,967.381506,True,0,8.724221,53
lc101,greedy_pair_insertion+pair_alns,12,967.381506,10,828.936867,True,0,29.780685,53
