dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lrc201,greedy_pair_insertion,6,1785.039154,5,1741.711266,True,0,19.691813,51
lrc201,greedy_pair_insertion+pair_alns,5,1741.711266,5,1723.967644,True,0,40.991646,51
