dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr211,greedy_pair_insertion,3,1412.286683,3,1412.286683,True,0,41.394615,50
lr211,greedy_pair_insertion+pair_alns,3,1412.286683,3,1235.454579,True,0,68.970095,50
