dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lrc102,greedy_pair_insertion,17,1919.022139,17,1919.022139,True,0,5.968795,53
lrc102,greedy_pair_insertion+pair_alns,17,1919.022139,16,1810.910837,True,0,25.990872,53
