dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr109,greedy_pair_insertion,16,1550.217492,16,1550.217492,True,0,7.174208,53
lr109,greedy_pair_insertion+pair_alns,16,1550.217492,14,1423.055804,True,0,27.981874,53
