dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lrc107,greedy_pair_insertion,14,1719.127456,14,1719.127456,True,0,7.496163,53
lrc107,greedy_pair_insertion+pair_alns,14,1719.127456,14,1587.814290,True,0,27.792867,53
