dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lc102,greedy_pair_insertion,10,828.936867,10,828.936867,True,0,10.156498,53
lc102,greedy_pair_insertion+pair_alns,10,828.936867,10,828.936867,True,0,30.403681,53
