dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lc205,greedy_pair_insertion,4,1157.749774,4,1157.749774,True,0,27.134301,51
lc205,greedy_pair_insertion+pair_alns,4,1157.749774,4,1123.967995,True,0,51.447317,51
