dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr112,greedy_pair_insertion,13,1279.594251,13,1279.594251,True,0,8.175442,53
lr112,greedy_pair_insertion+pair_alns,13,1279.594251,11,1159.448757,True,0,28.184791,53
