dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lr105,greedy_pair_insertion,19,1648.647046,18,1602.196993,True,0,5.930708,53
lr105,greedy_pair_insertion+pair_alns,18,1602.196993,16,1582.078865,True,0,26.693581,53
