dataset,method,initial_vehicles,initial_distance,vehicles,distance,feasible,violations,runtime,pairs
lc204,greedy_pair_insertion,4,984.872150,4,984.872150,True,0,37.279781,51
lc204,greedy_pair_insertion+pair_alns,4,984.872150,4,953.695053,True,0,59.592106,51
